time,global_track_id,x,y,vx,vy,prob
2872.91,GT-1056,306818.666877545,-372457.5726272756,157.84812685712774,-149.862850839401,0.948
2872.91,GT-1088,-16798.12421098168,-372639.9737402297,-157.0009763006059,-149.07629727951803,0.904
2898.97,GT-1088,-20923.26517491675,-376545.8384155932,-156.06190445928198,-148.19871473862514,0.934
2898.97,GT-1098,310867.59906995494,-376550.56028648576,156.1494250889424,-149.48187844875773,0.872
2924.41,GT-1088,-24946.04184053336,-380367.76979611756,-157.50628463379485,-148.09366250565498,0.982
2952.91,GT-1094,319196.5667939257,-384489.0631662174,156.28557447008257,-146.90692479918735,0.853
2952.91,GT-1121,-29203.400056914426,-384511.2839284067,-156.58579983370794,-146.70251758917465,0.903
2986.38,GT-1140,-34322.27520946719,-389374.4152829168,-155.74487053626257,-145.0389942790681,0.894
2986.38,GT-1145,322019.5078228985,11724.861602071047,565.1567910385943,143.6940967893932,0.869
3018.72,GT-1135,329332.3111458227,-393927.1846580466,157.5617991199075,-143.88550189630917,0.862
3018.72,GT-1153,-39585.74595787272,-393798.81633020384,-158.72834518677092,-146.17724069922093,0.94
3050.3,GT-1153,-44720.33757872834,-398378.9584173032,-161.42329943652743,-143.1123435881984,0.986
3050.3,GT-1158,334503.15769113874,-398132.657944616,161.48569125057315,-142.8688373992373,0.899
3083.74,GT-1178,-50019.41867138722,-403015.4029539242,-162.94192424314792,-141.78983291524492,0.941
3116.82,GT-1178,-55378.860375616416,-407736.28083540953,-160.19542858864628,-142.215778167257,0.99
3154.5,GT-1209,-61311.469902286226,-413083.6734708508,-158.41312505630728,-141.92060529430705,0.976
3154.5,GT-1210,347511.85883401375,35488.23988708009,-9.429008494610382,149.05882275089877,0.893
3196.63,GT-1209,-68015.87382096343,-419044.3400354153,-158.97365647956687,-143.26536235874508,0.882
3233.57,GT-1209,-73824.25723752493,-424259.43498848844,-155.6278871555364,-139.1616638504922,0.881
3275.97,GT-1209,-80406.45730813882,-430119.341143141,-157.34444148603885,-136.83541816177785,0.979
3316.49,GT-1260,-87234.54781682108,-436332.4201072078,-170.8433668383614,-156.75338211149108,0.941
3360.48,GT-1273,-94273.58476235252,-442734.65870270925,-169.32801210728866,-153.13628343977345,0.896
3360.48,GT-1278,394310.1981152935,64976.66573823295,352.82160813474115,154.35266200777517,0.956
3402.75,GT-1287,-100957.51007344405,-448821.23767007946,-168.06423503595263,-151.94234995687577,0.987
3402.75,GT-1294,396165.06749769393,71087.20454088187,283.40097537979955,153.00177217386113,0.918
3445.58,GT-1301,-107652.36325257225,-454916.5559619353,-164.45519063850833,-150.3325218159242,0.97
3489.33,GT-1301,-114846.86688928863,-461476.2020445191,-159.88665557209984,-147.9453252385416,0.98
3530.39,GT-1313,-121134.02541371125,-467244.5835624337,-161.35532682557783,-147.17858508548946,0.915
3530.39,GT-1316,401156.1422892097,89675.4547896221,71.30424278720912,147.2444170591083,0.886
3572.42,GT-1321,404989.6862792824,95802.92085867013,14.502118162371062,144.47407890023692,0.869
3625.69,GT-1313,-136157.4547805853,-481131.86656200717,-158.19960508554047,-145.53695429382708,0.891
3698.19,GT-1363,434770.07534785656,114269.67573805842,-296.61555893897713,148.81271243615197,0.975
3849.86,GT-1402,459948.9993648144,136560.8664625531,352.45367920636113,148.7984838415802,0.978
